
*********************************************
* rtAttenPenn v.1.0
* Date/Time: 29-Jan-2018 16:33:20
* Seed: 210370.962
* Subject Number: 100
* Subject Name: behav100
* Run Number: 1
* Use Button Box: 0
* rtData: 0
* debug: 0
*********************************************

run	block	bltyp	blcat	trial	onsdif	pulse	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	5	stab	fa	18	-0.004	1	3	20	4	NaN	NaN	2	NaN	128	NaN	NaN	0.500	0.500
1	5	stab	fa	19	-0.004	1	4	1	15	30	NaN	0	NaN	129	NaN	NaN	0.500	0.500
1	5	stab	fa	20	-0.004	2	4	30	32	30	NaN	0	NaN	129	NaN	NaN	0.500	0.500
1	5	stab	fa	21	-0.004	1	4	22	23	30	NaN	0	NaN	130	NaN	NaN	0.500	0.500
1	5	stab	fa	22	-0.004	1	4	9	14	30	NaN	0	NaN	130	NaN	NaN	0.500	0.500
1	5	stab	fa	23	-0.004	1	4	34	35	30	NaN	0	NaN	131	NaN	NaN	0.500	0.500
1	5	stab	fa	24	-0.004	1	4	4	38	30	NaN	0	NaN	131	NaN	NaN	0.500	0.500
1	5	stab	fa	25	-0.004	1	4	23	40	30	NaN	0	NaN	132	NaN	NaN	0.500	0.500
1	5	stab	fa	26	-0.004	1	4	41	33	30	NaN	0	NaN	132	NaN	NaN	0.500	0.500
1	5	stab	fa	27	-0.004	1	4	28	42	30	NaN	0	NaN	133	NaN	NaN	0.500	0.500
1	5	stab	fa	28	-0.003	1	4	7	27	30	NaN	0	NaN	133	NaN	NaN	0.500	0.500
1	5	stab	fa	29	-0.003	1	3	21	32	NaN	NaN	2	NaN	134	NaN	NaN	0.500	0.500
1	5	stab	fa	30	-0.003	1	4	26	8	30	NaN	0	NaN	134	NaN	NaN	0.500	0.500
1	5	stab	fa	31	-0.003	1	4	45	2	30	NaN	0	NaN	135	NaN	NaN	0.500	0.500
1	5	stab	fa	32	-0.003	1	4	43	28	30	NaN	0	NaN	135	NaN	NaN	0.500	0.500
1	5	stab	fa	33	-0.003	1	4	33	4	30	NaN	0	NaN	136	NaN	NaN	0.500	0.500
1	5	stab	fa	34	-0.003	2	4	4	16	30	NaN	0	NaN	136	NaN	NaN	0.500	0.500
1	5	stab	fa	35	-0.003	1	3	29	45	NaN	NaN	2	NaN	137	NaN	NaN	0.500	0.500
1	5	stab	fa	36	-0.003	1	4	40	44	30	NaN	0	NaN	137	NaN	NaN	0.500	0.500
1	5	stab	fa	37	-0.003	1	4	44	37	30	NaN	0	NaN	138	NaN	NaN	0.500	0.500
1	5	stab	fa	38	-0.003	2	4	40	7	30	NaN	0	NaN	138	NaN	NaN	0.500	0.500
1	5	stab	fa	39	-0.003	1	3	30	29	NaN	NaN	2	NaN	139	NaN	NaN	0.500	0.500
1	5	stab	fa	40	-0.003	1	4	8	12	30	NaN	0	NaN	139	NaN	NaN	0.500	0.500
1	5	stab	fa	41	-0.003	1	4	25	1	30	NaN	0	NaN	140	NaN	NaN	0.500	0.500
1	5	stab	fa	42	-0.002	1	4	38	22	30	NaN	0	NaN	140	NaN	NaN	0.500	0.500
1	5	stab	fa	43	-0.002	1	4	15	9	30	NaN	0	NaN	141	NaN	NaN	0.500	0.500
1	5	stab	fa	44	-0.002	1	4	16	21	30	NaN	0	NaN	141	NaN	NaN	0.500	0.500
1	5	stab	fa	45	-0.002	1	4	17	25	30	NaN	0	NaN	142	NaN	NaN	0.500	0.500
1	5	stab	fa	46	-0.002	1	4	27	11	30	NaN	0	NaN	142	NaN	NaN	0.500	0.500
1	5	stab	fa	47	-0.002	2	4	41	20	30	NaN	0	NaN	143	NaN	NaN	0.500	0.500
1	5	stab	fa	48	-0.002	1	4	13	45	30	NaN	0	NaN	143	NaN	NaN	0.500	0.500
1	5	stab	fa	49	-0.002	1	4	3	17	30	NaN	0	NaN	144	NaN	NaN	0.500	0.500
1	5	stab	fa	50	-0.002	1	4	12	18	30	NaN	0	NaN	144	NaN	NaN	0.500	0.500
1	6	stab	sc	1	-0.001	1	4	9	10	30	NaN	0	NaN	148	NaN	NaN	0.500	0.500
1	6	stab	sc	2	-0.001	1	4	26	18	30	NaN	0	NaN	148	NaN	NaN	0.500	0.500
1	6	stab	sc	3	-0.001	1	4	39	14	30	NaN	0	NaN	149	NaN	NaN	0.500	0.500
1	6	stab	sc	4	-0.001	1	4	27	20	30	NaN	0	NaN	149	NaN	NaN	0.500	0.500
1	6	stab	sc	5	-0.001	1	4	14	6	30	NaN	0	NaN	150	NaN	NaN	0.500	0.500
1	6	stab	sc	6	-0.001	1	4	21	8	30	NaN	0	NaN	150	NaN	NaN	0.500	0.500
1	6	stab	sc	7	-0.001	1	4	13	35	30	NaN	0	NaN	151	NaN	NaN	0.500	0.500
1	6	stab	sc	8	-0.001	1	4	17	24	30	NaN	0	NaN	151	NaN	NaN	0.500	0.500
1	6	stab	sc	9	-0.001	1	4	35	29	30	NaN	0	NaN	152	NaN	NaN	0.500	0.500
1	6	stab	sc	10	-0.001	1	4	5	41	30	NaN	0	NaN	152	NaN	NaN	0.500	0.500
1	6	stab	sc	11	-0.001	1	4	30	26	30	NaN	0	NaN	153	NaN	NaN	0.500	0.500
1	6	stab	sc	12	-0.001	1	4	24	25	30	NaN	0	NaN	153	NaN	NaN	0.500	0.500
1	6	stab	sc	13	-0.001	1	4	32	11	30	NaN	0	NaN	154	NaN	NaN	0.500	0.500
1	6	stab	sc	14	-0.001	1	4	22	4	30	NaN	0	NaN	154	NaN	NaN	0.500	0.500
1	6	stab	sc	15	-0.000	2	4	12	19	NaN	NaN	2	NaN	155	NaN	NaN	0.500	0.500
1	6	stab	sc	16	-0.000	1	3	25	14	30	NaN	0	NaN	155	NaN	NaN	0.500	0.500
1	6	stab	sc	17	-0.000	1	4	16	22	30	NaN	0	NaN	156	NaN	NaN	0.500	0.500
1	6	stab	sc	18	-0.000	1	4	20	21	30	NaN	0	NaN	156	NaN	NaN	0.500	0.500
1	6	stab	sc	19	-0.000	1	4	29	30	30	NaN	0	NaN	157	NaN	NaN	0.500	0.500
1	6	stab	sc	20	-0.000	1	3	7	20	30	NaN	0	NaN	157	NaN	NaN	0.500	0.500
1	6	stab	sc	21	-0.000	2	4	21	5	NaN	NaN	2	NaN	158	NaN	NaN	0.500	0.500
1	6	stab	sc	22	0.000	1	4	42	3	30	NaN	0	NaN	158	NaN	NaN	0.500	0.500
1	6	stab	sc	23	0.000	1	4	38	45	30	NaN	0	NaN	159	NaN	NaN	0.500	0.500
1	6	stab	sc	24	0.000	1	4	1	27	30	NaN	0	NaN	159	NaN	NaN	0.500	0.500
1	6	stab	sc	25	0.000	1	4	41	40	30	NaN	0	NaN	160	NaN	NaN	0.500	0.500
1	6	stab	sc	26	0.000	1	4	45	1	30	NaN	0	NaN	160	NaN	NaN	0.500	0.500
1	6	stab	sc	27	0.000	1	4	23	33	30	NaN	0	NaN	161	NaN	NaN	0.500	0.500
1	6	stab	sc	28	0.000	1	4	8	16	30	NaN	0	NaN	161	NaN	NaN	0.500	0.500
1	6	stab	sc	29	0.000	2	3	10	9	NaN	NaN	2	NaN	162	NaN	NaN	0.500	0.500
1	6	stab	sc	30	0.001	1	4	43	31	30	NaN	0	NaN	162	NaN	NaN	0.500	0.500
1	6	stab	sc	31	0.001	1	4	31	32	30	NaN	0	NaN	163	NaN	NaN	0.500	0.500
1	6	stab	sc	32	0.001	1	4	37	43	30	NaN	0	NaN	163	NaN	NaN	0.500	0.500
1	6	stab	sc	33	0.001	1	4	28	42	30	NaN	0	NaN	164	NaN	NaN	0.500	0.500
1	6	stab	sc	34	0.001	1	4	10	2	30	NaN	0	NaN	164	NaN	NaN	0.500	0.500
1	6	stab	sc	35	0.001	1	4	12	37	30	NaN	0	NaN	165	NaN	NaN	0.500	0.500
1	6	stab	sc	36	0.001	1	4	6	7	30	NaN	0	NaN	165	NaN	NaN	0.500	0.500
1	6	stab	sc	37	0.001	2	4	9	36	NaN	NaN	2	NaN	166	NaN	NaN	0.500	0.500
1	6	stab	sc	38	0.001	1	3	15	11	30	NaN	0	NaN	166	NaN	NaN	0.500	0.500
1	6	stab	sc	39	0.001	1	4	36	15	30	NaN	0	NaN	167	NaN	NaN	0.500	0.500
1	6	stab	sc	40	0.001	1	4	40	28	30	NaN	0	NaN	167	NaN	NaN	0.500	0.500
1	6	stab	sc	41	0.001	1	4	4	9	30	NaN	0	NaN	168	NaN	NaN	0.500	0.500
1	6	stab	sc	42	0.001	1	4	3	13	30	NaN	0	NaN	168	NaN	NaN	0.500	0.500
1	6	stab	sc	43	0.001	1	4	34	34	30	NaN	0	NaN	169	NaN	NaN	0.500	0.500
1	6	stab	sc	44	0.002	1	4	33	44	30	NaN	0	NaN	169	NaN	NaN	0.500	0.500
1	6	stab	sc	45	0.002	2	4	33	39	NaN	NaN	2	NaN	170	NaN	NaN	0.500	0.500
1	6	stab	sc	46	0.002	1	4	19	17	30	NaN	0	NaN	170	NaN	NaN	0.500	0.500
1	6	stab	sc	47	0.002	1	3	11	1	30	NaN	0	NaN	171	NaN	NaN	0.500	0.500
1	6	stab	sc	48	0.002	1	4	44	23	30	NaN	0	NaN	171	NaN	NaN	0.500	0.500
1	6	stab	sc	49	0.002	1	4	18	38	30	NaN	0	NaN	172	NaN	NaN	0.500	0.500
1	6	stab	sc	50	0.002	1	4	2	12	30	NaN	0	NaN	172	NaN	NaN	0.500	0.500
1	7	stab	sc	1	0.002	1	4	20	19	30	NaN	0	NaN	176	NaN	NaN	0.500	0.500
1	7	stab	sc	2	0.002	1	4	29	21	30	NaN	0	NaN	176	NaN	NaN	0.500	0.500
1	7	stab	sc	3	0.003	1	4	40	29	30	NaN	0	NaN	177	NaN	NaN	0.500	0.500
1	7	stab	sc	4	0.003	1	4	10	38	30	NaN	0	NaN	177	NaN	NaN	0.500	0.500
1	7	stab	sc	5	0.003	1	4	28	43	30	NaN	0	NaN	178	NaN	NaN	0.500	0.500
1	7	stab	sc	6	0.003	1	4	34	7	30	NaN	0	NaN	178	NaN	NaN	0.500	0.500
1	7	stab	sc	7	0.003	1	4	24	35	30	NaN	0	NaN	179	NaN	NaN	0.500	0.500
1	7	stab	sc	8	0.003	1	4	12	15	30	NaN	0	NaN	179	NaN	NaN	0.500	0.500
1	7	stab	sc	9	0.003	1	4	6	23	30	NaN	0	NaN	180	NaN	NaN	0.500	0.500
1	7	stab	sc	10	0.003	1	4	4	13	30	NaN	0	NaN	180	NaN	NaN	0.500	0.500
1	7	stab	sc	11	0.003	2	3	19	7	NaN	NaN	2	NaN	181	NaN	NaN	0.500	0.500
1	7	stab	sc	12	0.003	1	4	31	26	30	NaN	0	NaN	181	NaN	NaN	0.500	0.500
1	7	stab	sc	13	0.003	1	4	13	33	30	NaN	0	NaN	182	NaN	NaN	0.500	0.500
1	7	stab	sc	14	0.003	1	4	38	16	30	NaN	0	NaN	182	NaN	NaN	0.500	0.500
1	7	stab	sc	15	0.003	1	4	23	39	30	NaN	0	NaN	183	NaN	NaN	0.500	0.500
1	7	stab	sc	16	0.003	2	4	17	20	NaN	NaN	2	NaN	183	NaN	NaN	0.500	0.500
1	7	stab	sc	17	0.004	1	3	39	39	30	NaN	0	NaN	184	NaN	NaN	0.500	0.500
1	7	stab	sc	18	0.004	1	4	5	10	30	NaN	0	NaN	184	NaN	NaN	0.500	0.500
1	7	stab	sc	19	0.004	1	4	32	8	30	NaN	0	NaN	185	NaN	NaN	0.500	0.500
1	7	stab	sc	20	0.004	1	4	27	42	30	NaN	0	NaN	185	NaN	NaN	0.500	0.500
1	7	stab	sc	21	0.004	2	4	7	11	NaN	NaN	2	NaN	186	NaN	NaN	0.500	0.500
1	7	stab	sc	22	0.004	1	4	11	41	30	NaN	0	NaN	186	NaN	NaN	0.500	0.500
1	7	stab	sc	23	0.004	1	4	7	28	30	NaN	0	NaN	187	NaN	NaN	0.500	0.500
1	7	stab	sc	24	0.004	1	4	33	18	30	NaN	0	NaN	187	NaN	NaN	0.500	0.500
1	7	stab	sc	25	0.004	1	4	9	37	30	NaN	0	NaN	188	NaN	NaN	0.500	0.500
1	7	stab	sc	26	0.004	1	4	19	31	30	NaN	0	NaN	188	NaN	NaN	0.500	0.500
1	7	stab	sc	27	0.004	1	4	14	30	30	NaN	0	NaN	189	NaN	NaN	0.500	0.500
1	7	stab	sc	28	0.004	2	4	42	9	NaN	NaN	2	NaN	189	NaN	NaN	0.500	0.500
1	7	stab	sc	29	0.004	1	4	25	22	30	NaN	0	NaN	190	NaN	NaN	0.500	0.500
1	7	stab	sc	30	0.004	1	4	18	17	30	NaN	0	NaN	190	NaN	NaN	0.500	0.500
1	7	stab	sc	31	0.004	1	3	44	21	30	NaN	0	NaN	191	NaN	NaN	0.500	0.500
1	7	stab	sc	32	0.005	1	4	15	5	30	NaN	0	NaN	191	NaN	NaN	0.500	0.500
1	7	stab	sc	33	0.005	1	4	2	44	30	NaN	0	NaN	192	NaN	NaN	0.500	0.500
1	7	stab	sc	34	0.005	2	4	2	12	NaN	NaN	2	NaN	192	NaN	NaN	0.500	0.500
1	7	stab	sc	35	0.005	1	3	43	26	30	NaN	0	NaN	193	NaN	NaN	0.500	0.500
1	7	stab	sc	36	0.005	1	4	22	14	30	NaN	0	NaN	193	NaN	NaN	0.500	0.500
1	7	stab	sc	37	0.005	1	4	36	34	30	NaN	0	NaN	194	NaN	NaN	0.500	0.500
1	7	stab	sc	38	0.005	1	4	41	2	30	NaN	0	NaN	194	NaN	NaN	0.500	0.500
1	7	stab	sc	39	0.005	1	4	1	40	30	NaN	0	NaN	195	NaN	NaN	0.500	0.500
1	7	stab	sc	40	0.005	1	4	16	25	30	NaN	0	NaN	195	NaN	NaN	0.500	0.500
1	7	stab	sc	41	0.005	1	4	45	1	30	NaN	0	NaN	196	NaN	NaN	0.500	0.500
1	7	stab	sc	42	0.005	1	4	26	24	30	NaN	0	NaN	196	NaN	NaN	0.500	0.500
1	7	stab	sc	43	0.005	1	4	35	36	30	NaN	0	NaN	197	NaN	NaN	0.500	0.500
1	7	stab	sc	44	0.005	1	4	37	45	30	NaN	0	NaN	197	NaN	NaN	0.500	0.500
1	7	stab	sc	45	0.005	1	4	17	32	30	NaN	0	NaN	198	NaN	NaN	0.500	0.500
1	7	stab	sc	46	0.006	1	4	3	6	30	NaN	0	NaN	198	NaN	NaN	0.500	0.500
1	7	stab	sc	47	0.006	1	3	8	25	30	NaN	0	NaN	199	NaN	NaN	0.500	0.500
1	7	stab	sc	48	0.006	1	4	42	4	30	NaN	0	NaN	199	NaN	NaN	0.500	0.500
1	7	stab	sc	49	0.006	1	4	30	3	30	NaN	0	NaN	200	NaN	NaN	0.500	0.500
1	7	stab	sc	50	0.006	1	4	21	27	30	NaN	0	NaN	200	NaN	NaN	0.500	0.500
1	8	stab	fa	1	0.006	1	4	33	41	30	NaN	0	NaN	204	NaN	NaN	0.500	0.500
1	8	stab	fa	2	0.006	1	4	39	19	30	NaN	0	NaN	204	NaN	NaN	0.500	0.500
