
*********************************************
* rtAttenPenn v.1.0
* Date/Time: 29-Jan-2018 16:33:20
* Seed: 210370.962
* Subject Number: 100
* Subject Name: behav100
* Run Number: 1
* Use Button Box: 0
* rtData: 0
* debug: 0
*********************************************

run	block	bltyp	blcat	trial	onsdif	pulse	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	2	stab	sc	50	0.003	0	1	4	2	10	30	30	1	0.670	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	1	0.004	0	3	4	31	28	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	2	0.004	0	3	4	19	5	30	30	1	0.755	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	3	0.004	0	3	4	35	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	4	0.004	0	3	4	5	29	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	5	0.004	0	3	4	14	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	6	0.004	0	3	4	1	30	30	30	1	0.828	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	7	0.004	0	3	4	38	14	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	8	0.004	0	3	4	39	12	30	30	1	0.711	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	9	0.004	0	3	4	6	42	30	30	1	0.761	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	10	0.004	0	3	4	33	9	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	11	0.004	0	3	3	3	20	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	12	0.004	0	4	4	33	26	30	30	1	0.617	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	13	0.004	0	3	4	21	15	30	30	1	0.673	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	14	0.005	0	3	4	41	18	30	30	1	0.620	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	15	0.005	0	3	4	34	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	16	0.005	0	3	4	4	7	30	30	1	0.607	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	17	0.005	0	3	4	17	17	30	30	1	0.830	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	18	0.005	0	4	4	22	2	30	30	1	0.736	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	19	0.005	0	3	4	27	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	20	0.005	0	3	4	26	3	30	30	1	0.837	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	21	0.005	0	3	4	25	35	30	30	1	0.670	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	22	0.005	0	3	4	42	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	23	0.005	0	3	3	11	7	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	24	0.005	0	3	4	2	16	30	30	1	0.594	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	25	0.005	0	4	4	1	39	30	30	1	0.732	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	26	0.006	0	3	4	24	36	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	27	0.006	0	3	4	36	37	30	30	1	0.013	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	28	0.006	0	3	4	12	20	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	29	0.006	0	3	4	29	40	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	30	0.006	0	4	4	32	6	30	30	1	0.552	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	31	0.006	0	3	4	22	43	30	30	1	0.552	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	32	0.006	0	3	4	8	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	33	0.006	0	3	4	43	44	30	30	1	0.535	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	34	0.006	0	4	3	38	37	NaN	30	0	0.601	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	35	0.006	0	3	4	32	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	36	0.006	0	3	4	18	25	30	30	1	0.800	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	37	0.006	0	3	4	15	11	30	30	1	0.430	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	38	0.006	0	3	4	44	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	39	0.006	0	3	4	41	33	30	30	1	0.594	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	40	0.006	0	3	3	1	31	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	41	0.006	0	3	4	2	2	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	42	0.007	0	3	4	10	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	43	0.007	0	3	4	22	14	30	30	1	0.555	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	44	0.007	0	3	4	26	45	30	30	1	0.833	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	45	0.007	0	3	4	13	38	30	30	1	0.664	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	46	0.007	0	3	4	12	22	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	47	0.007	0	3	3	15	35	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	48	0.007	0	3	4	37	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	49	0.007	0	3	4	30	41	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	50	0.008	0	3	4	21	13	30	30	1	0.160	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	1	0.008	0	1	4	20	3	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	2	0.009	0	1	4	18	6	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	3	0.009	0	1	4	41	26	30	30	1	0.184	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	4	0.009	0	1	4	44	42	30	30	1	0.598	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	5	0.009	0	1	4	11	11	30	30	1	0.672	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	6	0.010	0	1	4	23	10	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	7	0.009	0	1	4	30	36	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	8	0.009	0	1	4	2	25	30	30	1	0.014	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	9	0.010	0	1	4	39	8	30	30	1	0.454	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	10	0.008	0	2	4	42	4	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	11	0.008	0	1	4	9	20	30	30	1	0.044	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	12	0.010	0	1	4	14	15	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	13	0.010	0	1	4	26	39	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	14	0.008	0	1	4	27	9	30	30	1	0.257	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	15	0.009	0	1	4	45	1	30	30	1	0.496	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	16	0.009	0	1	3	24	17	30	30	1	0.655	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	17	0.009	0	1	4	40	44	30	30	1	0.561	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	18	0.009	0	1	4	10	17	30	30	1	0.437	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	19	-0.008	0	1	4	7	34	30	30	1	0.633	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	20	-0.008	0	1	4	43	16	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	21	0.009	0	1	3	36	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	22	-0.008	0	1	4	12	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	23	0.009	0	1	4	5	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	24	-0.008	0	1	4	21	5	30	30	1	0.025	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	25	-0.007	0	1	4	15	37	30	30	1	0.238	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	26	-0.007	0	2	4	9	7	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	27	-0.007	0	1	4	42	35	30	30	1	0.779	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	28	-0.007	0	1	4	33	29	30	30	1	0.655	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	29	-0.007	0	1	4	8	18	30	30	1	0.603	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	30	-0.007	0	1	4	38	32	30	30	1	0.555	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	31	-0.007	0	1	4	29	30	30	30	1	0.650	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	32	-0.007	0	2	3	5	19	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	33	-0.007	0	1	4	35	40	30	30	1	0.567	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	34	-0.007	0	1	4	3	43	30	30	1	0.557	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	35	-0.007	0	1	4	16	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	36	0.012	0	1	4	1	24	30	30	1	0.012	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	37	-0.005	0	1	4	22	12	30	30	1	0.554	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	38	-0.007	0	2	4	18	28	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	39	-0.006	0	1	4	32	9	30	30	1	0.622	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	40	-0.006	0	1	3	6	16	30	30	1	0.579	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	41	-0.006	0	1	4	28	7	30	30	1	0.610	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	42	-0.006	0	1	4	19	44	30	30	1	0.616	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	43	-0.006	0	1	4	34	4	30	30	1	0.494	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	44	-0.006	0	2	4	27	20	NaN	30	0	0.524	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	45	-0.006	0	1	4	37	6	30	30	1	0.847	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	46	-0.006	0	1	4	4	38	30	30	1	0.655	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	47	-0.006	0	1	3	17	8	30	30	1	0.769	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	48	-0.006	0	1	4	31	3	30	30	1	0.691	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	49	-0.006	0	1	4	13	32	30	30	1	0.671	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	50	-0.006	0	1	4	25	27	30	30	1	0.596	NaN	NaN	NaN	0.500	NaN
run	block	bltyp	blcat	trial	onsdif	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	5	stab	fa	1	-0.005	3	4	14	12	30	NaN	0	NaN	120	NaN	NaN	0.500	0.500
1	5	stab	fa	2	-0.005	3	4	38	2	30	30	1	0.756	120	NaN	NaN	0.500	0.500
1	5	stab	fa	3	-0.005	3	4	36	42	30	NaN	0	NaN	121	NaN	NaN	0.500	0.500
1	5	stab	fa	4	-0.005	3	4	27	33	30	NaN	0	NaN	121	NaN	NaN	0.500	0.500
1	5	stab	fa	5	-0.005	3	4	9	36	30	NaN	0	NaN	122	NaN	NaN	0.500	0.500
1	5	stab	fa	6	-0.004	3	4	4	28	30	NaN	0	NaN	122	NaN	NaN	0.500	0.500
1	5	stab	fa	7	-0.004	3	4	18	24	30	30	1	0.566	123	NaN	NaN	0.500	0.500
1	5	stab	fa	8	-0.004	3	4	6	23	30	NaN	0	NaN	123	NaN	NaN	0.500	0.500
1	5	stab	fa	9	-0.004	3	4	11	19	30	30	1	0.551	124	NaN	NaN	0.500	0.500
1	5	stab	fa	10	-0.004	4	4	16	21	30	30	1	0.687	124	NaN	NaN	0.500	0.500
1	5	stab	fa	11	-0.004	3	3	25	28	NaN	NaN	2	NaN	125	NaN	NaN	0.500	0.500
1	5	stab	fa	12	-0.004	3	4	20	22	30	30	1	0.853	125	NaN	NaN	0.500	0.500
1	5	stab	fa	13	-0.004	3	4	43	31	30	NaN	0	NaN	126	NaN	NaN	0.500	0.500
1	5	stab	fa	14	-0.004	3	4	7	14	30	NaN	0	NaN	126	NaN	NaN	0.500	0.500
1	5	stab	fa	15	-0.004	3	3	33	39	NaN	NaN	2	NaN	127	NaN	NaN	0.500	0.500
1	5	stab	fa	16	-0.004	4	4	37	30	30	NaN	0	NaN	127	NaN	NaN	0.500	0.500
1	5	stab	fa	17	-0.004	3	4	45	11	30	NaN	0	NaN	128	NaN	NaN	0.500	0.500
1	5	stab	fa	18	-0.004	3	4	3	34	30	30	1	0.636	128	NaN	NaN	0.500	0.500
1	5	stab	fa	19	-0.004	3	4	32	26	30	NaN	0	NaN	129	NaN	NaN	0.500	0.500
1	5	stab	fa	20	-0.004	3	3	29	23	NaN	NaN	2	NaN	129	NaN	NaN	0.500	0.500
1	5	stab	fa	21	-0.003	3	4	34	39	30	NaN	0	NaN	130	NaN	NaN	0.500	0.500
1	5	stab	fa	22	-0.003	3	4	42	29	30	NaN	0	NaN	130	NaN	NaN	0.500	0.500
1	5	stab	fa	23	-0.003	3	4	5	35	30	30	1	0.493	131	NaN	NaN	0.500	0.500
1	5	stab	fa	24	-0.003	4	4	10	41	30	30	1	0.516	131	NaN	NaN	0.500	0.500
1	5	stab	fa	25	-0.003	3	4	40	8	30	NaN	0	NaN	132	NaN	NaN	0.500	0.500
1	5	stab	fa	26	-0.003	3	4	16	43	30	30	1	0.716	132	NaN	NaN	0.500	0.500
1	5	stab	fa	27	-0.003	3	4	8	1	30	NaN	0	NaN	133	NaN	NaN	0.500	0.500
1	5	stab	fa	28	-0.003	4	4	5	40	30	30	1	0.650	133	NaN	NaN	0.500	0.500
1	5	stab	fa	29	-0.003	3	4	25	25	30	30	1	0.530	134	NaN	NaN	0.500	0.500
1	5	stab	fa	30	-0.003	3	4	18	13	30	30	1	0.518	134	NaN	NaN	0.500	0.500
1	5	stab	fa	31	-0.003	3	4	43	45	30	30	1	0.642	135	NaN	NaN	0.500	0.500
1	5	stab	fa	32	-0.003	3	4	36	17	30	30	1	0.607	135	NaN	NaN	0.500	0.500
1	5	stab	fa	33	-0.003	3	4	45	18	30	NaN	0	NaN	136	NaN	NaN	0.500	0.500
1	5	stab	fa	34	-0.003	3	4	7	15	30	30	1	0.409	136	NaN	NaN	0.500	0.500
1	5	stab	fa	35	-0.002	3	4	22	3	30	NaN	0	NaN	137	NaN	NaN	0.500	0.500
1	5	stab	fa	36	-0.002	3	4	35	25	30	30	1	0.845	137	NaN	NaN	0.500	0.500
1	5	stab	fa	37	-0.002	3	4	12	7	30	30	1	0.505	138	NaN	NaN	0.500	0.500
1	5	stab	fa	38	-0.002	3	4	39	9	30	NaN	0	NaN	138	NaN	NaN	0.500	0.500
